"BOS201904090",27,"$Blue Jays challenged call that Grichuk was out at 3rd; call was overturned - passed ball","FILENAME_TX","LINE_NUMBER_CT"
"BOS201909090",74,"Mound Visit","2019BOS.EVA.regular.comment.csv",656
"BOS201909090",77,"Mound Visit","2019BOS.EVA.regular.comment.csv",657
"BOS201909170",17,"Mound Visit","2019BOS.EVA.regular.comment.csv",658
"BOS201909170",24,"Mound Visit","2019BOS.EVA.regular.comment.csv",659
"BOS201909170",51,"$Martinez left with an injured groin","2019BOS.EVA.regular.comment.csv",660
"BOS201909170",52,"Injury Delay Mound Visit","2019BOS.EVA.regular.comment.csv",661
"BOS201909170",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",662
"BOS201909170",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",663
"BOS201909170",68,"Mound Visit","2019BOS.EVA.regular.comment.csv",664
"BOS201909170",69,"Mound Visit","2019BOS.EVA.regular.comment.csv",665
"BOS201909170",72,"Mound Visit","2019BOS.EVA.regular.comment.csv",666
"BOS201909170",83,"Mound Visit","2019BOS.EVA.regular.comment.csv",667
"BOS201909170",89,"Mound Visit","2019BOS.EVA.regular.comment.csv",668
"BOS201909170",114,"Mound Visit","2019BOS.EVA.regular.comment.csv",669
"BOS201909170",115,"Mound Visit","2019BOS.EVA.regular.comment.csv",670
"BOS201909170",116,"Mound Visit","2019BOS.EVA.regular.comment.csv",671
"BOS201909170",117,"Mound Visit","2019BOS.EVA.regular.comment.csv",672
"BOS201909170",119,"Injury Delay","2019BOS.EVA.regular.comment.csv",673
"BOS201909170",122,"Mound Visit","2019BOS.EVA.regular.comment.csv",674
"BOS201909170",132,"Mound Visit","2019BOS.EVA.regular.comment.csv",675
"BOS201909170",134,"On-field Delay","2019BOS.EVA.regular.comment.csv",676
"BOS201909180",6,"Mound Visit","2019BOS.EVA.regular.comment.csv",677
"BOS201909180",22,"Mound Visit","2019BOS.EVA.regular.comment.csv",678
"BOS201909180",23,"Mound Visit","2019BOS.EVA.regular.comment.csv",679
"BOS201909180",33,"Injury Delay","2019BOS.EVA.regular.comment.csv",680
"BOS201909180",53,"Mound Visit","2019BOS.EVA.regular.comment.csv",681
"BOS201909180",56,"Mound Visit","2019BOS.EVA.regular.comment.csv",682
"BOS201909180",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",683
"BOS201909180",70,"Mound Visit","2019BOS.EVA.regular.comment.csv",684
"BOS201909180",73,"Mound Visit $Giants challenged call that Vogt was out at 1st; call overturned - force out, not double play","2019BOS.EVA.regular.comment.csv",685
"BOS201909180",80,"$Umpire review of ball hit by Bradley; call overtured - home run, not double","2019BOS.EVA.regular.comment.csv",686
"BOS201909190",3,"$Originally scored as error on 2bman, changed to single on 09-26-2019 making Dubon's run now earned","2019BOS.EVA.regular.comment.csv",687
"BOS201909190",16,"$Giants challenged call that David was out at 2nd; call was upheld - caught stealing","2019BOS.EVA.regular.comment.csv",688
"BOS201909190",21,"Injury Delay Mound Visit","2019BOS.EVA.regular.comment.csv",689
"BOS201909190",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",690
"BOS201909190",64,"Mound Visit","2019BOS.EVA.regular.comment.csv",691
"BOS201909190",66,"Mound Visit","2019BOS.EVA.regular.comment.csv",692
"BOS201909190",72,"Mound Visit","2019BOS.EVA.regular.comment.csv",693
"BOS201909190",76,"Mound Visit","2019BOS.EVA.regular.comment.csv",694
"BOS201909190",78,"Mound Visit","2019BOS.EVA.regular.comment.csv",695
"BOS201909270",17,"Mound Visit","2019BOS.EVA.regular.comment.csv",696
"BOS201909270",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",697
"BOS201909270",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",698
"BOS201909270",69,"Mound Visit","2019BOS.EVA.regular.comment.csv",699
"BOS201909270",73,"Mound Visit","2019BOS.EVA.regular.comment.csv",700
"BOS201909270",75,"$Orioles challenged call that Bogaerts was safe at 1st; call overturned - out on pickoff","2019BOS.EVA.regular.comment.csv",701
"BOS201909280",6,"Mound Visit","2019BOS.EVA.regular.comment.csv",702
"BOS201909280",11,"Mound Visit","2019BOS.EVA.regular.comment.csv",703
"BOS201909280",23,"Mound Visit","2019BOS.EVA.regular.comment.csv",704
"BOS201909280",44,"Mound Visit","2019BOS.EVA.regular.comment.csv",705
"BOS201909280",49,"Mound Visit","2019BOS.EVA.regular.comment.csv",706
"BOS201909280",53,"Mound Visit","2019BOS.EVA.regular.comment.csv",707
"BOS201909280",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",708
"BOS201909280",59,"Mound Visit","2019BOS.EVA.regular.comment.csv",709
"BOS201909280",66,"Mound Visit","2019BOS.EVA.regular.comment.csv",710
"BOS201909280",69,"Mound Visit","2019BOS.EVA.regular.comment.csv",711
"BOS201909280",75,"Mound Visit","2019BOS.EVA.regular.comment.csv",712
"BOS201909280",83,"Mound Visit","2019BOS.EVA.regular.comment.csv",713
"BOS201909290",11,"On-field Delay","2019BOS.EVA.regular.comment.csv",714
"BOS201909290",17,"Mound Visit","2019BOS.EVA.regular.comment.csv",715
"BOS201909290",23,"Mound Visit","2019BOS.EVA.regular.comment.csv",716
"BOS201909290",45,"Mound Visit","2019BOS.EVA.regular.comment.csv",717
"BOS201909290",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",718
"BOS201909290",49,"Mound Visit","2019BOS.EVA.regular.comment.csv",719
"BOS201909290",59,"Mound Visit","2019BOS.EVA.regular.comment.csv",720
"BOS201909290",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",721
"BOS201909290",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",722
"BOS201909290",69,"Mound Visit $Orioles challenged call that Owings was safe at 2nd; call upheld - stolen base","2019BOS.EVA.regular.comment.csv",723
"BOS201909290",70,"Mound Visit","2019BOS.EVA.regular.comment.csv",724
