"OAK201903200",0,"Game played in Tokyo","FILENAME_TX","LINE_NUMBER_CT"
"OAK201905090",38,"Mound Visit","2019OAK.EVA.regular.comment.csv",140
"OAK201905090",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",141
"OAK201905090",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",142
"OAK201905090",52,"Mound Visit","2019OAK.EVA.regular.comment.csv",143
"OAK201905090",54,"Injury Delay","2019OAK.EVA.regular.comment.csv",144
"OAK201905090",56,"Mound Visit","2019OAK.EVA.regular.comment.csv",145
"OAK201905090",65,"Mound Visit","2019OAK.EVA.regular.comment.csv",146
"OAK201905100",13,"Mound Visit","2019OAK.EVA.regular.comment.csv",147
"OAK201905100",30,"Mound Visit","2019OAK.EVA.regular.comment.csv",148
"OAK201905100",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",149
"OAK201905100",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",150
"OAK201905100",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",151
"OAK201905100",81,"Mound Visit","2019OAK.EVA.regular.comment.csv",152
"OAK201905110",35,"On-field Delay $Indians challenged call that Freeman was out at 2nd; call was upheld - caught stealing","2019OAK.EVA.regular.comment.csv",153
"OAK201905110",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",154
"OAK201905110",52,"Mound Visit","2019OAK.EVA.regular.comment.csv",155
"OAK201905110",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",156
"OAK201905110",76,"Mound Visit","2019OAK.EVA.regular.comment.csv",157
"OAK201905110",77,"Mound Visit","2019OAK.EVA.regular.comment.csv",158
"OAK201905120",5,"Mound Visit","2019OAK.EVA.regular.comment.csv",159
"OAK201905120",11,"Injury Delay","2019OAK.EVA.regular.comment.csv",160
"OAK201905120",28,"Mound Visit","2019OAK.EVA.regular.comment.csv",161
"OAK201905120",43,"Mound Visit","2019OAK.EVA.regular.comment.csv",162
"OAK201905120",46,"Mound Visit","2019OAK.EVA.regular.comment.csv",163
"OAK201905120",47,"Mound Visit","2019OAK.EVA.regular.comment.csv",164
"OAK201905120",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",165
"OAK201905240",5,"Mound Visit On-field Delay","2019OAK.EVA.regular.comment.csv",166
"OAK201905240",14,"$Mariners challenged call that Long was out at 2nd; call was overturned - stolen base","2019OAK.EVA.regular.comment.csv",167
"OAK201905240",22,"Mound Visit","2019OAK.EVA.regular.comment.csv",168
"OAK201905240",51,"$Athletics challenged call that Haniger was safe at 1st; call was overturned - out on pickoff","2019OAK.EVA.regular.comment.csv",169
"OAK201905240",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",170
"OAK201905240",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",171
"OAK201905240",75,"Injury Delay","2019OAK.EVA.regular.comment.csv",172
"OAK201905240",81,"Mound Visit","2019OAK.EVA.regular.comment.csv",173
"OAK201905240",82,"Mound Visit","2019OAK.EVA.regular.comment.csv",174
"OAK201905250",26,"Mound Visit","2019OAK.EVA.regular.comment.csv",175
"OAK201905250",36,"Mound Visit","2019OAK.EVA.regular.comment.csv",176
"OAK201905250",37,"Mound Visit","2019OAK.EVA.regular.comment.csv",177
"OAK201905250",69,"Mound Visit","2019OAK.EVA.regular.comment.csv",178
"OAK201905250",71,"Mound Visit","2019OAK.EVA.regular.comment.csv",179
"OAK201905260",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",180
"OAK201905260",53,"On-field Delay ej,servs002,M,everm901,Arguing non-call of slide interference $Seattle manager Servais ejected by 1B umpire Everitt for arguing call of no slide interference","2019OAK.EVA.regular.comment.csv",181
"OAK201905260",56,"Mound Visit","2019OAK.EVA.regular.comment.csv",182
"OAK201905260",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",183
"OAK201905260",66,"$Run originally scored as earned, changed to unearned on 05-28-2019","2019OAK.EVA.regular.comment.csv",184
"OAK201905260",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",185
"OAK201905270",24,"Mound Visit","2019OAK.EVA.regular.comment.csv",186
"OAK201905270",30,"Injury Delay Mound Visit","2019OAK.EVA.regular.comment.csv",187
"OAK201905270",32,"On-field Delay","2019OAK.EVA.regular.comment.csv",188
"OAK201905270",43,"Mound Visit","2019OAK.EVA.regular.comment.csv",189
"OAK201905270",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",190
"OAK201905270",50,"Mound Visit","2019OAK.EVA.regular.comment.csv",191
"OAK201905270",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",192
"OAK201905270",64,"$Umpire review of ball hit by Chapman; call upheld - home run","2019OAK.EVA.regular.comment.csv",193
"OAK201905270",75,"Mound Visit","2019OAK.EVA.regular.comment.csv",194
"OAK201905280",14,"Mound Visit","2019OAK.EVA.regular.comment.csv",195
"OAK201905280",32,"Injury Delay","2019OAK.EVA.regular.comment.csv",196
"OAK201905280",37,"$Athletics challenged call that Piscotty was out at 2nd; call was upheld - force out","2019OAK.EVA.regular.comment.csv",197
"OAK201905280",48,"Mound Visit","2019OAK.EVA.regular.comment.csv",198
"OAK201905280",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",199
"OAK201905280",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",200
"OAK201905280",73,"Mound Visit","2019OAK.EVA.regular.comment.csv",201
"OAK201905280",77,"ej,sorij001,P,hoyej901,Balls and strikes $Pitcher Soria ejected by HP umpire Hoye at end of inning for ball call to Ohtani","2019OAK.EVA.regular.comment.csv",202
"OAK201905290",4,"Mound Visit","2019OAK.EVA.regular.comment.csv",203
"OAK201905290",30,"Mound Visit","2019OAK.EVA.regular.comment.csv",204
"OAK201905290",46,"Mound Visit","2019OAK.EVA.regular.comment.csv",205
"OAK201905290",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",206
"OAK201905290",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",207
"OAK201905290",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",208
"OAK201905290",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",209
"OAK201905290",71,"Mound Visit","2019OAK.EVA.regular.comment.csv",210
"OAK201905290",74,"Injury Delay","2019OAK.EVA.regular.comment.csv",211
"OAK201905290",81,"Mound Visit","2019OAK.EVA.regular.comment.csv",212
"OAK201905290",93,"Mound Visit","2019OAK.EVA.regular.comment.csv",213
"OAK201905290",95,"Mound Visit","2019OAK.EVA.regular.comment.csv",214
"OAK201905290",102,"Mound Visit","2019OAK.EVA.regular.comment.csv",215
"OAK201905310",7,"Mound Visit","2019OAK.EVA.regular.comment.csv",216
"OAK201905310",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",217
"OAK201905310",63,"$Astros challenged call that Gurriel was out at 1st; call was overturned - single","2019OAK.EVA.regular.comment.csv",218
"OAK201906010",37,"Mound Visit","2019OAK.EVA.regular.comment.csv",219
"OAK201906010",42,"On-field Delay","2019OAK.EVA.regular.comment.csv",220
"OAK201906010",42,"$Athletics challenged call of foul ball in outfield; call was upheld - foul ball","2019OAK.EVA.regular.comment.csv",221
"OAK201906010",43,"ej,semim001,P,porta901,Arguing foul call in outfield $Semien ejected by 1B umpire Porter at end of inning for arguing call of foul ball","2019OAK.EVA.regular.comment.csv",222
"OAK201906010",44,"Injury Delay","2019OAK.EVA.regular.comment.csv",223
"OAK201906010",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",224
"OAK201906010",68,"Injury Delay","2019OAK.EVA.regular.comment.csv",225
"OAK201906020",21,"Mound Visit","2019OAK.EVA.regular.comment.csv",226
"OAK201906020",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",227
"OAK201906020",54,"Mound Visit","2019OAK.EVA.regular.comment.csv",228
"OAK201906020",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",229
"OAK201906020",80,"Mound Visit","2019OAK.EVA.regular.comment.csv",230
"OAK201906020",82,"Mound Visit","2019OAK.EVA.regular.comment.csv",231
"OAK201906020",88,"ej,piscs001,P,porta901,Arguing called strike 3 ej,melvb001,M,porta901,Arguing called strike 3 $Piscotty and Oakland manager Melvin ejected by HP umpire Porter for arguing called strike 3","2019OAK.EVA.regular.comment.csv",232
"OAK201906020",98,"Mound Visit","2019OAK.EVA.regular.comment.csv",233
"OAK201906020",100,"Mound Visit","2019OAK.EVA.regular.comment.csv",234
"OAK201906140",26,"Mound Visit","2019OAK.EVA.regular.comment.csv",235
"OAK201906140",27,"Mound Visit","2019OAK.EVA.regular.comment.csv",236
"OAK201906140",31,"$Mariners challenged call that Narvaez was out at 2nd; call was overturned - safe at 2nd on dropped catch error","2019OAK.EVA.regular.comment.csv",237
"OAK201906140",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",238
"OAK201906140",76,"Injury Delay","2019OAK.EVA.regular.comment.csv",239
"OAK201906140",82,"Mound Visit","2019OAK.EVA.regular.comment.csv",240
"OAK201906150",5,"Mound Visit","2019OAK.EVA.regular.comment.csv",241
"OAK201906150",7,"On-field Delay","2019OAK.EVA.regular.comment.csv",242
"OAK201906150",11,"Mound Visit","2019OAK.EVA.regular.comment.csv",243
"OAK201906150",11,"Injury Delay","2019OAK.EVA.regular.comment.csv",244
"OAK201906150",20,"Mound Visit","2019OAK.EVA.regular.comment.csv",245
"OAK201906150",33,"On-field Delay ej,servs002,M,torrc901,Called third strike $Seattle manager Servais ejected by HP umpire Torres for arguing called third strike","2019OAK.EVA.regular.comment.csv",246
"OAK201906150",40,"Mound Visit","2019OAK.EVA.regular.comment.csv",247
"OAK201906150",41,"$Originally scored as E5, changed to single on 06-21-2019","2019OAK.EVA.regular.comment.csv",248
"OAK201906150",42,"Mound Visit","2019OAK.EVA.regular.comment.csv",249
"OAK201906150",60,"Mound Visit","2019OAK.EVA.regular.comment.csv",250
"OAK201906160",13,"Mound Visit","2019OAK.EVA.regular.comment.csv",251
"OAK201906160",42,"Mound Visit","2019OAK.EVA.regular.comment.csv",252
"OAK201906160",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",253
"OAK201906160",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",254
"OAK201906160",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",255
"OAK201906160",63,"Mound Visit","2019OAK.EVA.regular.comment.csv",256
"OAK201906170",13,"$Originally scored as E5 and sacrifice, with run unearned, changed on 06-22-2019 to single and E5, run now earned","2019OAK.EVA.regular.comment.csv",257
"OAK201906170",14,"On-field Delay","2019OAK.EVA.regular.comment.csv",258
"OAK201906170",25,"Mound Visit","2019OAK.EVA.regular.comment.csv",259
"OAK201906170",26,"$Athletics challenged call that Chapman was out at home; call was overturned - safe advancing on error","2019OAK.EVA.regular.comment.csv",260
"OAK201906170",46,"Mound Visit","2019OAK.EVA.regular.comment.csv",261
"OAK201906170",47,"On-field Delay","2019OAK.EVA.regular.comment.csv",262
"OAK201906170",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",263
"OAK201906170",56,"Mound Visit","2019OAK.EVA.regular.comment.csv",264
"OAK201906170",63,"Mound Visit","2019OAK.EVA.regular.comment.csv",265
"OAK201906180",33,"Mound Visit","2019OAK.EVA.regular.comment.csv",266
"OAK201906180",48,"Mound Visit","2019OAK.EVA.regular.comment.csv",267
"OAK201906180",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",268
"OAK201906180",54,"Injury Delay","2019OAK.EVA.regular.comment.csv",269
"OAK201906180",68,"Mound Visit","2019OAK.EVA.regular.comment.csv",270
"OAK201906190",3,"Injury Delay","2019OAK.EVA.regular.comment.csv",271
"OAK201906190",3,"$Mancini left with injured elbow","2019OAK.EVA.regular.comment.csv",272
"OAK201906190",34,"Injury Delay","2019OAK.EVA.regular.comment.csv",273
"OAK201906190",36,"Mound Visit","2019OAK.EVA.regular.comment.csv",274
"OAK201906190",42,"Mound Visit","2019OAK.EVA.regular.comment.csv",275
"OAK201906190",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",276
"OAK201906190",45,"Mound Visit","2019OAK.EVA.regular.comment.csv",277
"OAK201906190",54,"Mound Visit","2019OAK.EVA.regular.comment.csv",278
"OAK201906190",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",279
"OAK201906190",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",280
"OAK201906190",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",281
"OAK201906200",26,"Injury Delay","2019OAK.EVA.regular.comment.csv",282
"OAK201906200",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",283
"OAK201906200",58,"Mound Visit","2019OAK.EVA.regular.comment.csv",284
"OAK201906200",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",285
"OAK201906200",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",286
"OAK201906200",66,"Mound Visit","2019OAK.EVA.regular.comment.csv",287
"OAK201906200",69,"Mound Visit","2019OAK.EVA.regular.comment.csv",288
"OAK201906200",72,"Mound Visit","2019OAK.EVA.regular.comment.csv",289
"OAK201906200",73,"Injury Delay","2019OAK.EVA.regular.comment.csv",290
"OAK201906200",74,"Mound Visit","2019OAK.EVA.regular.comment.csv",291
"OAK201906210",23,"Mound Visit","2019OAK.EVA.regular.comment.csv",292
"OAK201906210",29,"Injury Delay","2019OAK.EVA.regular.comment.csv",293
"OAK201906210",36,"Mound Visit","2019OAK.EVA.regular.comment.csv",294
"OAK201906210",38,"Mound Visit","2019OAK.EVA.regular.comment.csv",295
"OAK201906210",53,"$Athletics challenged call that Davis was out at home, also claiming catcher blocked plate without ball; call was upheld - out at home","2019OAK.EVA.regular.comment.csv",296
"OAK201906210",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",297
"OAK201906210",65,"Mound Visit","2019OAK.EVA.regular.comment.csv",298
"OAK201906210",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",299
"OAK201906210",75,"Mound Visit","2019OAK.EVA.regular.comment.csv",300
"OAK201906210",76,"Mound Visit","2019OAK.EVA.regular.comment.csv",301
"OAK201906220",11,"$Rays challenged call that 5th pitch to Adames was ball, claiming he was hit; call was overturned - hit by pitch","2019OAK.EVA.regular.comment.csv",302
"OAK201906220",15,"Mound Visit","2019OAK.EVA.regular.comment.csv",303
"OAK201906220",22,"Mound Visit Mound Visit","2019OAK.EVA.regular.comment.csv",304
"OAK201906220",37,"$Rays challenged call that Grossman was safe at 1st on pickoff attempt; call was upheld - safe","2019OAK.EVA.regular.comment.csv",305
"OAK201906220",45,"Mound Visit","2019OAK.EVA.regular.comment.csv",306
"OAK201906220",47,"$Batter interference","2019OAK.EVA.regular.comment.csv",307
"OAK201906220",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",308
"OAK201906220",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",309
"OAK201906220",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",310
"OAK201906230",13,"Mound Visit","2019OAK.EVA.regular.comment.csv",311
"OAK201906230",24,"Mound Visit","2019OAK.EVA.regular.comment.csv",312
"OAK201906230",33,"Mound Visit","2019OAK.EVA.regular.comment.csv",313
"OAK201906230",51,"Injury Delay","2019OAK.EVA.regular.comment.csv",314
"OAK201906230",60,"Mound Visit","2019OAK.EVA.regular.comment.csv",315
"OAK201907020",19,"$Athletics challenged call that Polanco was safe at 1st; call was upheld - single","2019OAK.EVA.regular.comment.csv",316
"OAK201907020",31,"Mound Visit","2019OAK.EVA.regular.comment.csv",317
"OAK201907020",32,"Injury Delay","2019OAK.EVA.regular.comment.csv",318
"OAK201907020",33,"Injury Delay","2019OAK.EVA.regular.comment.csv",319
"OAK201907020",33,"$Odorizzi left with blister on pitching hand","2019OAK.EVA.regular.comment.csv",320
"OAK201907020",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",321
"OAK201907020",50,"Mound Visit","2019OAK.EVA.regular.comment.csv",322
"OAK201907020",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",323
"OAK201907020",63,"Mound Visit","2019OAK.EVA.regular.comment.csv",324
"OAK201907020",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",325
"OAK201907020",68,"Mound Visit","2019OAK.EVA.regular.comment.csv",326
"OAK201907020",73,"Mound Visit","2019OAK.EVA.regular.comment.csv",327
"OAK201907030",0,"$Umpire review of ball hit by Kepler; call upheld - foul, not homer","2019OAK.EVA.regular.comment.csv",328
